ID,Filename,File Path,File Extension,Event,Event Timestamp,File Size,User
1,test.txt,/Users/sungmin/Documents/GitHub/FileWatcher/testFileToWatch/test.txt,.txt,modified,2025-05-29 14:52:53,5,sungmin
